P	comparative_graph_update_time_ratio_avg	comparative_graph_update_time_ratio_std	comparative_total_update_time_ratio_avg	comparative_total_update_time_ratio_std	comparative_computation_time_ratio_avg	comparative_computation_time_ratio_std
2	0.9923590550997028	0.07215649124605358	1.0199437494811108	0.06471615643189248	1.5444832930586168	0.06609003449087791
4	1.0262610793953797	0.1207746020703701	1.0697720191561313	0.12011158993526429	1.3848658619078529	0.09188290644172367
8	1.0610744969805037	0.17528746655646898	1.118350418265522	0.13079076176115792	1.1208413496427103	0.07651863174527246
16	1.0129274459047874	0.3418789996349558	0.9991409859659395	0.23042931845914422	0.753826944819176	0.1484126086254129
